																																																	
xml-file	xml-ID		Titolo articolo in xml	CAVE!	Titolo PDF	Tipologia articolo	Settore	Lettera	N. articolo per app.	Rinvii a fine articolo	Rinvii all'interno dell'articolo (fino a vol. IX compreso)	Indicazione settore nel titolo art.	titolo art. integrale	titolo art. senza significato e m. morf.	Indicazione settore nel titolo art.	Etimo/etimi	Etimo 1	Etimo 2	Etimo 3	Etimo 4	Etimo 5	Etimo 6	Etimo 7	Etimo 8	Etimo 9	Etimo 10	Etimo 11	Etimo 12	Etimo 13	Etimo 14	m.morf.	Significato	Volume	Fascicolo	Data pubbl.	Nr. col. inizio	Nr. col. fine	Autore1	Autore2	Autore3	Autore4	Nome rimando 	Coord. rimando 	Note 	SGML/XML	PDF Scan	PDF Verlag	PDF Direzione	DOC
					calcifraga		Latinismi	C					calcifraga 'specie di franchenia o di ènula'	calcifraga		calcifraga	calcifraga															"specie di franchenia o di ènula"	IX	83	2005	1163	1164	Zamboni, Alberto									PDF Verlag		
					calcinus		Latinismi	C		gr. karkínos	sic. quacina abbirirata -> calcina spenta; sic.sud-or. (ragus.) caucina attumata -> calcina spenta; bisiacco calzina destudada -> calcina spenta; ven.merid. (vicent.) calsina fata -> calcina spenta; tic.alp.occ. (Linescio) k a l ć í n a   f r é ģ a -> calcina spenta; mant. calsìna grasa -> calcina spenta; piem. k a w s í ŋ a   m ó r t a -> calcina spenta; tic.alp.occ. (Caviano) k a l ć í n a   m ü´t a -> calcina spenta; sic. quacina ‘nsivata -> calcina spenta; gen. cäsinna scioâ -> calcina spenta; it.a. calcina sfiorata -> calcina spenta; emil.occ. (mirand.) calzinna smorza -> calcina spenta; it. acqua di calcina -> LEI 3,502,36segg.; tic.alp.centr. (Olìvone) k á v a   d r a   k a l ć í n a -> cavus; tic.alp.centr. (Àquila)  f u r n á s   d a   k a l ć í n a -> fornax; breg.Sottoporta (Soglio)  f ú r n   d a   k a l ć í n a -> furnus; it. pietre da calcina -> petra; piem. sapa-da-causìna -> sappa; it. fior della calcina -> flos		calcīnus 'di calce' / calcīna 'calce'	calcīnus/calcīna 		calcīnus, calcīna 	calcīnus, calcīna 															"di calce" / calcīna "calce"	IX	83	2005	1164	1205	Landini, Paola	Pfister, Max	Bork, Hans-Dieter				Controllare su vol, dato che non si capisce se calcīna sia etimo da aggiungere o parte del significato.			PDF Verlag		
					calcitrare_calcicare		Latinismi	C		recalcitrare 			calcitrāre/*calcicāre 'calpestare; dare calci'	calcitrāre/*calcicāre		calcitrāre, *calcicāre	calcitrāre, *calcicāre															"calpestare; dare calci"	IX	83	2005	1205	1208	Stemper, Jana	Pfister, Max								PDF Verlag		
					calcitrum		Latinismi	C					*calcitrum 'secchia'	*calcitrum		*calcitrum	*calcitrum															"secchia"	IX	83	2005	1208	1211	Stemper, Jana									PDF Verlag		
					calculare		Latinismi	C		calculatio; calculator; calculus	it. càlcolo utilitario m. ‘scelta che è alla base di ogni produzione, di consumo o di scambio, qualora si ispiri al principio del minimo mezzo o del massimo tornaconto ‘ (dal 1955, DizEncIt; DeMauro; B 2002 s.v. utilitario); ~ edonistico  ‘id.’ (dal 1955, DizEncIt; B; DeMauro 1999); ~ economico 'id.' (dal 1955,DizEncIt; DeMauro 1999);-> calcolo delle utilità		calculāre 'computare'	calculāre		calculāre	calculāre															"computare"	IX	83	2005	1211	1224	Pfister, Max									PDF Verlag		
					calcularium		Latinismi	C					*calcularium 'pietrame'	*calcularium		*calcularium	*calcularium															"pietrame"	IX	83	2005	1224	1225	Pfister, Max									PDF Verlag		
					calculatio		Latinismi	C		calculare; calculator			calculātio 'computo, conto'	calculātio		calculātio	calculātio															"computo, conto"	IX	83	2005	1225	1226	Bork, Hans-Dieter									PDF Verlag		
					calculator		Latinismi	C		calculare; calculatio			calculātor 'ragioniere'	calculātor		calculātor	calculātor															"ragioniere"	IX	83	2005	1226	1227	Bork, Hans-Dieter									PDF Verlag		
					calculosus		Latinismi	C					calculōsus 'pietroso; che soffre di calcoli'	calculōsus		calculōsus	calculōsus															"pietroso; che soffre di calcoli"	IX	83	2005	1228	1228	Zamboni, Alberto									PDF Verlag		
					calculus		Latinismi	C		calculare 			calculus 'sassolino, pietruzza'	calculus		calculus	calculus															"sassolino, pietruzza"	IX	83	2005	1228	1230	Pfister, Max									PDF Verlag		
					caldarium_caldaria		Latinismi	C		cal(i)dus			caldārium/caldāria 'caldaia'	caldārium/caldāria		caldārium, caldāria	caldārium, caldāria															"caldaia"	IX	83	2005	1230	1289	Turetta, Tiziana	Sarcinella, Monica	Pfister, Max							PDF Verlag		
					caldor		Latinismi	C					caldor 'calore'	caldor		caldor	caldor															"calore"	IX	83	2005	1289	1290	Pfister, Max									PDF Verlag		
					caldumen		Latinismi	C					*caldumen 'interiora di animali macellati'	*caldumen		*caldumen	*caldumen															"interiora di animali macellati"	IX	83	2005	1290	1291	Marrapodi, Giorgio									PDF Verlag		
					cal(e)facere_cal(e)fare		Latinismi	C		excalefacere			cal(e)facere/cal(e)fare 'riscaldare'	cal(e)facere/cal(e)fare		calfacere, calefacere, calfare, calefare	calfacere, calefacere, calfare, calefare															"riscaldare"	IX	83	2005	1291	1295	Bagordo, Andrea	Pfister, Max					Non presente su lista originale, solo su VOL. 			PDF Verlag		
					calefactio		Latinismi	C					calefactio 'riscaldamento'	calefactio		calefactio	calefactio															"riscaldamento"	IX	83	2005	1295	1296	Pfister, Max									PDF Verlag		
					calefactorius		Latinismi	C					calĕfactōrius 'che riscalda'	calĕfactōrius		calĕfactōrius	calĕfactōrius															"che riscalda"	IX	83	2005	1296	1296	Pfister, Max									PDF Verlag		
					cal(e)fieri		Latinismi	C		got. *skarfôn			cal(e)fierī 'divenire caldo'	cal(e)fierī		calfierī, calefierī	calfierī, calefierī															"divenire caldo"	IX	83	2005	1296	1296	Bagordo, Andrea	Pfister, Max					Non presente su lista originale, solo su VOL.			PDF Verlag		
					kalendae		Latinismi	C		calendarium 			kalendae 'primo giorno del mese'	kalendae		kalendae	kalendae															"primo giorno del mese"	IX	83	2005	1297	1312	Bocchi, Andrea	Pfister, Max					L'articolo non è presente all'interno del sito.			PDF Verlag		
					calendarium		Latinismi	C					calendarium 'libretto dei dèbiti'	calendarium		calendarium	calendarium															"libretto dei dèbiti"	IX	83	2005	1312	1320	Bocchi, Andrea	Pfister, Max								PDF Verlag		
					calere		Latinismi	C		*calina			calēre 'essere caldo, eccitato'	calēre		calēre	calēre															"essere caldo, eccitato"	IX	83	2005	1320	1329	Pfister, Max	Bork, Hans-Dietrich	Cornagliotti, Anna							PDF Verlag		
					calescere		Latinismi	C		concalescere; incalescere			calescere 'diventar caldo'	calescere		calescere	calescere															"diventar caldo"	IX	83	2005	1329	1330	Marrapodi, Giorgio	Pfister, Max								PDF Verlag		
					caliditas		Latinismi	C					caliditas 'calore'	caliditas		caliditas	caliditas															"calore"	IX	83	2005	1330	1331	Bork, Hans-Dietrich									PDF Verlag		
					cal(i)dura		Latinismi	C					*cal(i)dūra 'calore intenso'	*cal(i)dūra		*caldūra, *calidūra	*caldūra, *calidūra															"calore intenso"	IX	83	2005	1331	1333	Sarcinella, Monica						Non presente su lista originale, solo su VOL.			PDF Verlag		
					calidus_caldus		Latinismi	C		caliditas; exealdare	ven.merid. (Brent.) lampi dal caldo -> lampare; roman. callarostièra -> 2.b.ζ.		calidus/caldus 'caldo'	calidus/caldus		calidus, caldus	calidus, caldus															"caldo"	IX	83-84	2005/2006	1333	1401	Sarcinella, Monica	Pfister, Max	Bork, Hans-Dietrich							PDF Verlag		
					caliga		Latinismi	C					caliga 'calzatura militare'	caliga		caliga	caliga															"calzatura militare"	IX	84	2006	1401	1401	Turetta, Tiziana									PDF Verlag		
					caligare		Latinismi	C		caligo 			caligāre 'diventare oscuro'	caligāre		caligāre	caligāre															"diventare oscuro"	IX	84	2006	1401	1402	Marrapodi, Giorgio	Pfister, Max								PDF Verlag		
					caligarius		Latinismi	C					caligārius 'calzolaio'	caligārius		caligārius	caligārius															"calzolaio"	IX	84	2006	1402	1407	Turetta, Tiziana	Pfister, Max								PDF Verlag		
					caliginare		Latinismi	C					cālīgināre 'offuscare'	cālīgināre		cālīgināre	cālīgināre															"offuscare"	IX	84	2006	1407	1408	Marrapodi, Giorgio									PDF Verlag		
					caliginosus		Latinismi	C		caligo			cālīginōsus 'nebbioso'	cālīginōsus		cālīginōsus	cālīginōsus															"nebbioso"	IX	84	2006	1408	1409	Marrapodi, Giorgio									PDF Verlag		
					caligo_-inem		Latinismi	C					cālīgo, -inem 'nebbia, fuliggine'	cālīgo, -inem		cālīgo, cālīginem	cālīgo, cālīginem															"nebbia, fuliggine"	IX	84	2006	1410	1424	Marrapodi, Giorgio	Pfister, Max	Bork, Hans-Dieter							PDF Verlag		
					calina		Latinismi	C		calēre; cālīgo			*calina 'calore'	*calina		*calina	*calina															"calore"	IX	84	2006	1424	1425	Bork, Hans-Dieter									PDF Verlag		
					cal(i)uta		Latinismi	C		*gallius			*cal(i)ūta 'mirtillo rosso'	*cal(i)ūta		*calūta, *caliūta	*calūta, *caliūta															"mirtillo rosso"	IX	84	2006	1425	1426	Zamboni, Alberto						Non presente su lista originale, solo su VOL.			PDF Verlag		
					cali(v)us		Latinismi	C		ar. qaliyya 'rostire’			calī(v)us 'cenere; *calore'	calī(v)us		calīus, calīvus	calīus, calīvus															"cenere; *calore"	IX	84	2006	1427	1427	Marrapodi, Giorgio	Bork, Hans-Dieter								PDF Verlag		
					calix_calyx		Latinismi	C					calix/calyx 'vaso; càlice'	calix/calyx		calix, calyx	calix, calyx															"vaso; càlice"	IX	84	2006	1428	1435	Cortelazzo, Michele A.	Bork, Hans-Dieter								PDF Verlag		
					kal(l)-_kaly-_galy-		Latinismi	C				preromano	preromano *kal(l)-/*kaly-/*galy- 'roccia, pietra'	preromano *kal(l)-/*kaly-/*galy-	preromano	*kal-, *kall-, *kaly-, *galy-	*kal-, *kall-, *kaly-, *galy-															"roccia, pietra"	IX	84	2006	1435	1438	De Angelis, Alessandro 	Fanciullo, Franco					Preromano o preromanzo? L'articolo non è presente all'interno del sito. 			PDF Verlag		
					calliditas		Latinismi	C					calliditās 'accortezza, astuzia'	calliditās		calliditās	calliditās															"accortezza, astuzia"	IX	84	2006	1438	1439	Marrapodi, Giorgio									PDF Verlag		
					callidus		Latinismi	C					callidus 'accorto'	callidus		callidus	callidus															"accorto"	IX	84	2006	1439	1439	Marrapodi, Giorgio									PDF Verlag		
					callimus		Latinismi	C					callimus 'specie di aetite'	callimus		callimus	callimus															"specie di aetite"	IX	84	2006	1440	1440	Marrapodi, Giorgio									PDF Verlag		
					callis		Latinismi	C					callis 'calle'	callis		callis	callis															"calle"	IX	84	2006	1440	1460	Sboarina, Francesca	Hohnerlein, Thomas	Pfister, Max							PDF Verlag		
					callistruthia		Latinismi	C					callistrūthia 'sorta di fico'	callistrūthia		callistrūthia	callistrūthia															"sorta di fico"	IX	84	2006	1460	1460	Zamboni, Alberto									PDF Verlag		
					callithrix		Latinismi	C					callithrix 'scimmia del genere dei cebi'	callithrix		callithrix	callithrix															"scimmia del genere dei cebi"	IX	84	2006	1460	1461	Hohnerlein, Thomas									PDF Verlag		
					callitrichon		Latinismi	C		centrum 			callitrichon 'specie di capelvenere'	callitrichon		callitrichon	callitrichon															"specie di capelvenere"	IX	84	2006	1461	1462	Zamboni, Alberto									PDF Verlag		
					callositas		Latinismi	C					callōsitās 'callosità'	callōsitās		callōsitās	callōsitās															"callosità"	IX	84	2006	1462	1463	Garbarino, Carla	Fanciullo, Franco								PDF Verlag		
					callosus		Latinismi	C		callum 			callōsus 'coperto di calli'	callōsus		callōsus	callōsus															"coperto di calli"	IX	84	2006	1463	1466	Garbarino, Carla									PDF Verlag		
					callum		Latinismi	C		callosus	catan.sirac. (Sant’Alfio) f á ć ć i   d i   k á d d u -> facies; it. erba di cai -> herba		callum 'callo'	callum		callum	callum															"callo"	IX	84	2006	1466	1483	Garbarino, Carla	Pfister, Max								PDF Verlag		
					calm-		Latinismi	C		canna 		prerom.	prerom. *calm- 'terreno incolto, sterile; crepaccio'	prerom. *calm-	prerom.	*calm-	*calm-															"terreno incolto, sterile; crepaccio"	IX	84	2006	1483	1485	Marrapodi, Giorgio									PDF Verlag		
					calor		Latinismi	C		calere; *caloria 	it. colpo di calore -> colaphus; it. sorgente di calore -> surgere		calor 'calore'	calor		calor	calor															"calore"	IX	84	2006	1485	1505	Bork, Hans-Dieter	Hohnerlein, Thomas								PDF Verlag		
					caloria		Latinismi	C		calor; calura; favilla			*calōria 'calore'	*calōria		*calōria	*calōria															"calore"	IX	84	2006	1505	1508	Pfister, Max	Bork, Hans-Dieter					La nota ad autore finisce in pagina accanto.			PDF Verlag		
					calorificus		Latinismi	C					calōrificus 'riscaldante'	calōrificus		calōrificus	calōrificus															"riscaldante"	IX	84	2006	1507	1508	Pfister, Max						La nota ad autore finisce in pagina accanto.			PDF Verlag		
					calsa		Latinismi	C					calsa 'specie di aro'	calsa		calsa	calsa															"specie di aro"	IX	84	2006	1508	1509	Zamboni, Alberto									PDF Verlag		
					caltha		Latinismi	C					caltha 'calendola, fiorrancio (Calendula arvensis L.)'	caltha		caltha	caltha															"calendola, fiorrancio (Calendula arvensis L.)"	IX	84	2006	1509	1511	Zamboni, Alberto									PDF Verlag		
					calumnia		Latinismi	C			it. giuramento di calunnia -> iuramentum 		calumnia 'accusazione falsa; biasimo'	calumnia		calumnia	calumnia															"accusazione falsa; biasimo"	IX	84	2006	1511	1515	Garbarino, Carla	Pfister, Max								PDF Verlag		
					calumniare		Latinismi	C					calumniāre 'accusare (falsamente)'	calumniāre		calumniāre	calumniāre															"accusare (falsamente)"	IX	84	2006	1516	1522	Garbarino, Carla	Pfister, Max								PDF Verlag		
					calumniator		Latinismi	C					calumniātor 'accusatore in mala fede'	calumniātor		calumniātor	calumniātor															"accusatore in mala fede"	IX	84	2006	1522	1523	Garbarino, Carla									PDF Verlag		
					calumniosus		Latinismi	C					calumniōsus 'falso, menzognero'	calumniōsus		calumniōsus	calumniōsus															"falso, menzognero"	IX	84	2006	1523	1524	Garbarino, Carla									PDF Verlag		
					calura		Latinismi	C					*calura 'calore'	*calura		*calura	*calura															"calore"	IX	84	2006	1524	1527	Marrapodi, Giorgio									PDF Verlag		
					calvaria_calvarium		Latinismi	C					calvāria/calvārium 'teschio'	calvāria/calvārium		calvāria, calvārium	calvāria, calvārium															"teschio"	IX	84	2006	1527	1531	Sarcinella, Monica	Pfister, Max								PDF Verlag		
					calvitia		Latinismi	C					calvitia 'calvezza'	calvitia		calvitia	calvitia															"calvezza"	IX	84	2006	1531	1532	Sarcinella, Monica	Pfister, Max								PDF Verlag		
					calvities		Latinismi	C					calvitiēs 'calvezza'	calvitiēs		calvitiēs	calvitiēs															"calvezza"	IX	84	2006	1532	1532	Sarcinella, Monica									PDF Verlag		
					calvitium		Latinismi	C					calvitium 'calvizie'	calvitium		calvitium	calvitium															"calvizie"	IX	84	2006	1532	1532	Sarcinella, Monica									PDF Verlag		
					calvus		Latinismi	C					calvus 'calvo'	calvus		calvus	calvus															"calvo"	IX	84-85	2006	1533	1540	Sarcinella, Monica	Pfister, Max								PDF Verlag		
					calx		Latinismi	C		calceare; discalceus; excalceare			calx 'calcagno; piede di oggetto; pollone'	calx		calx	calx															"calcagno; piede di oggetto; pollone"	IX	85	2006	1540	1549	Turetta, Tiziana	Pfister, Max					Nel sito c'è un solo calx, sotto il quale si trovano entrambi i calx.			PDF Verlag		
					calx		Latinismi	C		calceare 	sic. càuci abbivirata -> calce spenta; it. calce carbonata -> calce areata; umbro merid.-or. (nurs.) k ā´š i   f á t t a -> laz. merid. k ḗ š  a m m a s s ā´t a; cicolano (Tagliacozzo) k ā´w ć i   i m p a s t ā´d a -> laz. merid. k ḗ š   a m m a s s ā´t a; sic. cauci mpetra -> lad.ates. (bad.sup) ć á w ć   k r ü´a; it. calce morta -> calce spenta; it. calce mostenta -> calce spenta; abr.or.adriat. k é ć ə  a r m ó r t ə -> it. calce spenta; abr.occ. (Bussi sul Tirino) k á w ć ə   s p u ŋ é t a -> it. calce spenta; lad.anaun. (Tuenno) b ú z a   d a   l a   ć á w ć -> prerom. *bokky-/*bogy-/*būgy- (LEI 6,642,17); it. cloruro di calce -> chlor; it. fosfato di calce -> gr. phos; it. latte di calce -> lac; it. luce di calce -> lux; it. pietre di calce -> petra; it. spegnimento della calce -> *expingere; it. spugne di calce -> spongia; àpulo-bar. (rubast.) curò la calce -> curare; lad.fiamm. (cembr.) far för la calc’ -> facere; àpulo-bar. (bar.) mpastà la calce -> pasta; it. spegner la calce -> *expingere; it. benzonato di calcio -> ar. lubân djâwi; it. bicarbonato di calcio -> carbo; it. bisolfito di calcio -> sulphur; it. borato di calcio -> ar. būraq; it. bromuro di calcio -> gr. brômos; it. carbonato di calcio -> carbo; it. carburo di calcio -> carbo; it. citrato di calcio -> citrus; it. clorato di calcio -> gr. khlôros; it. cloruro di calcio -> gr. khlôros; it. cromato di calcio -> gr. chrôma; it. floruro di clacio -> fluor; it. glicerofosfato di calcio -> gr. glykeros; it. idrato di calcio -> gr. hydor; it. idròssido di calcio -> gr. hydor; it. idruro di calcio -> gr. hydor; it. ipoclorito di calcio -> gr. chlôros; it. ipofosfito di calcio -> gr. phôsphoros; it. lattato di calcio -> lac; it. nitrato di calcio -> nitrum; it. òssido di calcio -> gr. oxys; it. perossido di calcio -> gr. oxys; it. silicato di calcio -> silex; it. solfato di calcio -> sulphur; it. solfuro di calcio -> sulphur		calx 'calce'	calx		calx	calx															"calce"	IX	85	2006	1549	1564	Schröter, Kirsten	Bork, Hans-Dieter	Hohnerlein, Thomas				La nota ad autore finisce in pagina accanto. Nel sito c'è un solo calx, sotto il quale si trovano entrambi i calx.			PDF Verlag		
					calye(u)laria_canicu...		Latinismi	C					calye(u)laria_canicu...	calye(u)laria_canicu...																			IX	85										Prob. refuso di riga succ. da correggere in originale.			PDF Verlag		
					calye(u)laria_caniculata		Latinismi	C					calyc(ŭ)lāria/caniculata 'parietaria, erba vetriola (Parietaria officinalis L.)'	calyc(ŭ)lāria/caniculata		calyclāria, calycŭlāria, caniculata	calyclāria, calycŭlāria, caniculata															"parietaria, erba vetriola (Parietaria officinalis L.)"	IX	85	2006	1564	1566	Zamboni, Alberto						Correzione a prob. refuso di riga prec. 			PDF Verlag		
					calyx		Latinismi	C					calyx 'bòcciolo; mallo; scorza; guscio d'uovo o di animali'	calyx		calyx	calyx															"bòcciolo; mallo; scorza; guscio d'uovo o di animali"	IX	85	2006	1566	1567	Fanciullo, Franco	Zamboni, Alberto								PDF Verlag		
					camb-_camp-_gamb-_gamp-		Latinismi	C		camba; campensis; campus; camur; *capatium		prelat.	prelat. *camb-/*camp-/*gamb-/gamp-	prelat. *camb-/*camp-/*gamb-/gamp-	prelat.	*camb-/*camp-/*gamb-/gamp-	*camb-/*camp-/*gamb-/gamp-															"curvo"	IX	85	2006	1568	1580	Marrapodi, Giorgio	Pfister, Max								PDF Verlag		
					camba_gamba		Latinismi	C		*camb-/*camp-	gamba articolata -> gamba di legno; gamba artificiale -> gamba di legno; it. gambe ciondoloni -> le gambe penzoloni; lucch.-vers. (lucch.) avere le gambe fiaccate 'sentirsi stanco, avvilito, atterrito' (1906, Nieri, B) -> tremare le gambe a q.; mil.a. co le gambe incrosae 'collocate una sull'altra in forma di croce (specialmente nell'accovacciarsi)' (ante 1315, Bonvesin, LIZ), fior.a. (colle) gambe incrociate (1384ea., L. Frescobaldi, B), it. (con Ie/a) ~ (1536, ViaggioPigafetta, Ramusio, LIZ; 1877, Faldella, ib. -1959, Pasolini, B); -> incrociare le gambe; it. (con le/colle mani sulle) gambe incrocicchiate 'con una gamba collocata sull'altra' (1550, Vasari, LIZ; 1883, Collodi, ib.; ante 1922, Verga, ib.); -> incrocicchiare le gambe; it. avere gamba lesta -> di buone gambe; it. avere le gambe lunghe -> di buone gambe; elb. ˹gamba torta˺ -> it. gamba storta; it. avere tronche le gambe ‘sentirsi stanco, avvilito, atterrito’ (ante 1543, Firenzuola, B); -> tremare le gambe a q.; it.sett.occ. polpa della gamba -> pulpa; fior.a. (essere, sentirsi bene, rimettere) in gambe 'di chi gode buona salute, essere prestante; di chi si distingue per forza di volontà, capacità intellettuale, benessere economico, abilità, sagacia, esperienza' (seconda metà sec. XIV, Sacchetti, 10 B), it. ~ (ante 1665, Lippi, B -1912, Pascoli, B), (essere, stare) in gamba (dal 1925, Chiesa, B; Marighella; DeMauro; Zing 2005), lig.occ. (sanrem.) i ŋ   g á ŋ b a Carli, lig.gen. (savon.) (ḗs e)  i ŋ   g á ŋ b a Besio, gen. ~ (Casaccia; Gismondi), lig.or. (Riomaggiore) (é s e)   ŋ   g á ŋ b a Vivaldi, piem. in gamba Capello, an gamba ib., ingambe Zalli 1815, (sentisse ben) an ganba ib., (esse ben) an ganbe DiSant'Albino, b.piem. (vercell.) ('n òm) in gámba Argo, gattinar. angamba Gibellino, 20 lomb.alp.or. (Grosio) ingàmba Antonioli-Bracchi, bonn. (stā´r) in gamba (Longa,StR 9), lomb.occ. (Lecco) in gamba Biella, mil. (vess, sentiss, stà ben) ~ Cherubini, vigev. (s i n t í s) i n   g a m b a Vidari, lodig. in gamba Caretta, lomb.or. (berg.) (es) ~ Tiraboschi, cremon. (essere) in gambe Peri, (é s e r)  i n   g ā m´b a  Oneda, lad.anaun. (Tuenno) (n'òmen) in ganba Quaresima, vogher. (s t á) i ŋ  g ά m b α Maragliano, mant. (star) in gamba Cherubini 1827, (esr) in ganba Arrivabene, emil.occ. (piac.) (ess, sta) in gämb Foresti, parm. (essr) in gamb Malaspina, guastall. (èsar, star) in gamba Guastalla, regg. (èsser, sintìrs beìgn, stèr) in gamba Ferrari, emil. or. (bol.) (essr') in gamba Coronedi, romagn. (armétess) in gamba Mattioli, faent. (sintiss, ste ben) in ganb Morri, ven.merid. (Val d'Alpone) (mi sento) in gàmba Burati, ven.centro-sett. (Ponte nelle Alpi) iŋ gámba (AIS 1604, p.336), bisiacco (omo) in ganba Domini, laz.centro-sett. (Castelmadarna) (persona) ngàmma Liberati, luc. nord-occ. (Muro Lucano) n g á m m ə  Mennonna; -> ringambare; it. essere (stare) bene in gamba 'fondarsi su solidi argomenti (un discorso, un ragionamento)' (ante 1704, L. Bellini, B); lomb.or. (cremon.) s t ā   b ḗ n   i n   g ā´m b a 'stare sull'avviso' Oneda; -> ingambare; piem. butesse la stra an mes le ganbe -> it. mettersi la via tra le gambe; it. mettersi in su le gambe -> mettersi a gambe; it. afflosciarsi le gambe -> tremare le gambe; it. avere una gamba di qua e una di là -> tenere una gamba di qua e una gamba di là; it. cavarne le gambe -> levare le gambe; it. distendere le gambe -> stendere le gambe;  it. fiaccarsi le gambe -> tremare le gambe; mil. incroseggià i gamb Cherubini; -> it. gambe incrocchiate; it. incrociare le gambe B 1970 -> it. gambe incrociate; it. mancare le gambe -> pis.a. tremare le gambe; it. piegarsi le gambe -> pis.a. tremare le gambe; it. fresa a gambo -> fresa; it. panni di gamba -> pannus		camba/gamba 'gamba'	camba/gamba		camba, gamba	camba, gamba															"gamba"	IX	85	2006	1580	1681	Marinucci, Marcello	Pfister, Max	Bork, Hans-Dieter							PDF Verlag		
					cambarus_gambarus		Latinismi	C		cancer	romagn. ganbar e schéglia -> g á ŋ b e ṛ u   d   a ṛ é n a 		cambarus; gambarus 'gàmbero'	cambarus; gambarus		cambarus, gambarus	cambarus, gambarus															"gàmbero"	IX	85	2006	1682	1701	Pfister, Max	Bork, Hans-Dieter	Fanciullo, Franco							PDF Verlag		
					cambiare		Latinismi	C		cambitor; concambiare; *excambiare	it. agente di cambio -> agens (LEI 1,1280,16segg.); it. banco del cambio -> germ. *panc; it. controllo dei cambi -> rotulus; it. corso del cambio -> cursus; it.a. lettera de cambio -> littera; it. listino dei cambi -> germ. *lista; it. mercato dei cambi -> mercatus; tic. piazeta da cambi -> platea; it. prezzo del cambio -> pretium; it. prima di cambio -> primus; it. quotazione del cambio -> quotus; it. sensale di cambio -> ar. simsār; it. tavola del cambio -> tabula; it. ufficio di cambio -> officium; it. cambiale finanziaria -> cambiale diretta; it. cambiale tratta -> cambiale pagherò; it. cambiale di favore -> cambiale di comodo; it. cambiale in protesto -> cambiale protestata; it. seconda di cambio -> secundus;  		cambiāre 'mutare, alterare'	cambiāre		cambiāre	cambiāre															"mutare, alterare"	IX	85	2006	1701	1784	Salamanna, Ester	Pfister, Max								PDF Verlag		
					cambire		Latinismi	C					cambīre 'cambiare'	cambīre		cambīre	cambīre															"cambiare"	X	86	2006	1	1	Pfister, Max									PDF Verlag		
					cámbita		Latinismi	C				gall.	gall. *cámbita 'quarto di ruota'	gall. *cámbita	gall.	*cámbita	*cámbita															"quarto di ruota"	X	86	2006	1	2	Pfister, Max	Zamboni, Alberto					Non presente in lista originale. L'articolo non è presente all'interno del sito.			PDF Verlag		
					camela		Latinismi	C		camelus/camellus/gamellus			camēla 'femmina del cammello'	camēla		camēla	camēla															"femmina del cammello"	X	86	2006	2	2	Bork, Hans-Dieter									PDF Verlag		
					camelinus_camellinus		Latinismi	C					camēlīnus/*camellīnus 'di cammello'	camēlīnus/*camellīnus		camēlīnus, *camellīnus	camēlīnus, *camellīnus															"di cammello"	X	86	2006	3	5	Cornagliotti, Anna									PDF Verlag		
					camella_gamella		Latinismi	C					camēlla/gamēlla 'coppa per lìquidi'	camēlla/gamēlla		camēlla, gamēlla	camēlla, gamēlla															"coppa per lìquidi"	X	86	2006	5	10	Perrone, ?	Bork, Hans-Dieter								PDF Verlag		
					camelopardalis		Latinismi	C					camēlopardalis 'giraffa'	camēlopardalis		camēlopardalis	camēlopardalis															"giraffa"	X	86	2006	10	10	Pfister, Max									PDF Verlag		
					camelopardus		Latinismi	C					camēlopardus 'giraffa'	camēlopardus		camēlopardus	camēlopardus															"giraffa"	X	86	2006	11	11	Pfister, Max									PDF Verlag		
					camelus_camellus_gamellus		Latinismi	C		camelinus; camelopardalis; camelopardus; struthiocamelus; ar. ḥamlat; ar. ḥammal			camēlus/camellus/gamellus 'cammello'	camēlus/camellus/gamellus		camēlus, camellus, gamellus	camēlus, camellus, gamellus															"cammello"	X	86	2006	11	20	Bork, Hans-Dieter	Pfister, Max								PDF Verlag		
					camera_camara_cammara		Latinismi	C					camera/camara/cammara 'volta, soffitto fatto a volta'	camera/camara/cammara		camera, camara, cammara	camera, camara, cammara															"volta, soffitto fatto a volta"	X	86	2006	21	86	Tressel, Yvonne	Hohnerlein, Thomas	Bork, Hans-Dieter							PDF Verlag		
					camerarius		Latinismi	C		camera; germ. kamarling			camerārius 'addetto al servizio della camera'	camerārius		camerārius	camerārius															"addetto al servizio della camera"	X	86	2006	87	99	Tressel, Yvonne	Pfister, Max	Zamboni, Alberto							PDF Verlag		
					camerus_camurus		Latinismi	C		camb-; camba; ar. qamla			camerus/camurus 'curvo'	camerus/camurus		camerus, camurus	camerus, camurus															"curvo"	X	86	2006	99	106	Marrapodi, Giorgio	Pfister, Max	Lupis, Antonio							PDF Verlag		
					caminata		Latinismi	C		caminus 			*camīnata 'stanza con camino'	*camīnata		*camīnata	*camīnata															"stanza con camino"	X	86	2006	106	113	Barbato, Marcello									PDF Verlag		
					caminus		Latinismi	C					camīnus 'camino, fornace'	camīnus		camīnus	camīnus															"camino, fornace"	X	86	2006	113	130	Barbato, Marcello									PDF Verlag		
					camisia_camasus		Latinismi	C					camīsia/càmasus 'camicia'	camīsia/càmasus		camīsia, càmasus	camīsia, càmasus															"camicia"	X	86	2006	131	186	Tressel, Yvonne	Pfister, Max								PDF Verlag		
